instance	exam	states	wall_s	maxrss_kb	answered	ok	wrong	unknown	protected	note
HexagonalGrid-PT-110	CTLF	40193	1.32	91100	16	16	0	0		rc=0
AirplaneLD-PT-0010	CTLF	43463	0.34	83460	16	16	0	0	19/88	rc=0
ServersAndClients-PT-200160	CTLC	32401	59.42	795324	0	0	0	16		rc=0
ServersAndClients-PT-200160	CTLF	32401	59.42	795108	0	0	0	16		rc=0
ServersAndClients-PT-400080	CTLC	32801	59.39	1099412	0	0	0	16		rc=0
ServersAndClients-PT-400080	CTLF	32801	59.41	1099512	0	0	0	16		rc=0
MultiCrashLeafsetExtension-PT-S16C02	CTLC	33708	59.05	244564	0	0	0	16		rc=0
UtilityControlRoom-PT-Z4T4N02	CTLC	57040	0.70	90172	16	16	0	0		rc=0
LastZero-PT-N08	CTLC	52919	3.80	105024	16	16	0	0	240/857	rc=0
RefineWMG-PT-002002	CTLC	58320	0.14	84464	16	16	0	0		rc=0
LastZero-PT-N08	CTLF	52919	3.74	98800	16	16	0	0	240/857	rc=0
ERK-PT-000010	CTLF	47047	10.57	120484	16	16	0	0		rc=0
RefineWMG-PT-002002	CTLF	58320	0.10	82276	16	16	0	0		rc=0
UtilityControlRoom-PT-Z4T4N02	CTLF	57040	2.75	114152	16	16	0	0		rc=0
MultiCrashLeafsetExtension-PT-S16C02	CTLF	33708	59.05	244436	0	0	0	16		rc=0
Referendum-PT-0010	CTLC	59050	0.07	81296	16	16	0	0		rc=0
Referendum-PT-0010	CTLF	59050	0.03	80320	16	16	0	0		rc=0
Philosophers-PT-000010	CTLF	59049	2.38	105916	16	16	0	0		rc=0
ShieldPPPs-PT-001A	CTLC	61496	2.04	129212	16	16	0	0	14/29	rc=0
Philosophers-PT-000010	CTLC	59049	4.20	111260	16	16	0	0		rc=0
Szymanski-PT-a02	CTLC	62187	1.43	105264	16	16	0	0	25/224	rc=0
ShieldPPPs-PT-001A	CTLF	61496	2.55	139548	16	16	0	0	14/29	rc=0
Szymanski-PT-a02	CTLF	62187	2.04	119708	16	16	0	0	25/224	rc=0
ERK-PT-000010	CTLC	47047	18.85	209880	16	16	0	0		rc=0
RingSingleMessageInMbox-PT-d0m010	CTLF	62547	20.41	272992	16	16	0	0	22/59	rc=0
RingSingleMessageInMbox-PT-d0m010	CTLC	62547	21.66	267056	16	16	0	0	22/59	rc=0
PermAdmissibility-PT-01	CTLC	52537	59.01	134372	0	0	0	16	144/592	rc=0
PermAdmissibility-PT-01	CTLF	52537	59.01	143656	0	0	0	16	144/592	rc=0
TokenRing-PT-010	CTLC	58905	59.01	119644	2	2	0	14	1111/1111	rc=0
TokenRing-PT-010	CTLF	58905	59.03	239024	4	4	0	12	1111/1111	rc=0
SmartHome-PT-02	CTLC	86401	0.04	80852	16	16	0	0	3/127	rc=0
SmartHome-PT-02	CTLF	86401	0.04	80832	16	16	0	0	3/127	rc=0
CircularTrains-PT-024	CTLC	86515	0.67	104336	16	16	0	0		rc=0
CircularTrains-PT-024	CTLF	86515	0.71	107352	16	16	0	0		rc=0
ServersAndClients-PT-200320	CTLC	64401	59.86	1515216	0	0	0	16		rc=0
ServersAndClients-PT-200320	CTLF	64401	59.83	1515152	0	0	0	16		rc=0
ServersAndClients-PT-400160	CTLC	64801	59.77	1392756	0	0	0	16		rc=0
ServersAndClients-PT-400160	CTLF	64801	59.78	1393736	0	0	0	16		rc=0
SatelliteMemory-PT-X00100Y0003	CTLC	76358	59.00	93724	0	0	0	16		rc=0
CANConstruction-PT-005	CTLC	97527	0.94	100464	16	16	0	0	50/140	rc=0
SatelliteMemory-PT-X00100Y0003	CTLF	76358	59.00	93548	0	0	0	16		rc=0
CANConstruction-PT-005	CTLF	97527	1.03	101268	16	16	0	0	50/140	rc=0
HypertorusGrid-PT-d2k1p8b00	CTLC	87552	59.00	132956	10	10	0	6		rc=0
HypertorusGrid-PT-d2k1p8b00	CTLF	87552	59.01	174236	13	13	0	3		rc=0
SwimmingPool-PT-01	CTLC	89621	59.02	614912	5	5	0	11		rc=0
